screen_name,location,id,source,favorite_count,favorited,lang,hashtags,created_at,text,tags,is_retweet,retweet_author,n_words,has_link,emoji_count,emojis
ONYXCONtruth,ATL & The Universe,446395993,Instagram,0,False,en,"[{'text': 'real', 'indices': [18, 23]}, {'text': 'Artist', 'indices': [24, 31]}, {'text': 'ONYXCON', 'indices': [42, 50]}, {'text': 'popularArts', 'indices': [63, 75]}, {'text': 'Film', 'indices': [76, 81]}, {'text': 'ComicBooks', 'indices': [82, 93]}, {'text': 'Gaming', 'indices': [94, 101]}, {'text': 'HipHop', 'indices': [102, 109]}]",2019-07-04 22:57:55,Salute to all the that make POSSIBLE ️ https://t.co/vFtdbfXvMn,"['real', 'Artist', 'ONYXCON', 'popularArts', 'Film', 'ComicBooks', 'Gaming', 'HipHop']",False,,63,True,1,‼
CassiniFrank,"Vancouver, British Columbia",997922612255703040,Twitter for iPhone,0,False,en,"[{'text': 'UK', 'indices': [47, 50]}, {'text': 'Premiere', 'indices': [51, 60]}, {'text': 'London', 'indices': [64, 71]}, {'text': 'WestEnd', 'indices': [112, 120]}]",2019-07-04 22:57:47,Mighty chuffed to have our at ’s legendary @FrightFest — Aug 24 in the . Join us!,"['UK', 'Premiere', 'London', 'WestEnd', 'Fright']",True,volition_movie,81,False,0,
afriwomencinema,unknown,29717530,Twitter Web Client,0,False,en,"[{'text': 'Senegal', 'indices': [107, 115]}]",2019-07-04 22:57:42,"FROM THE AFRICAN WOMEN IN CINEMA BLOG ARCHIVES Senegalese Women in Cinema, Visual Media and Screen Culture https://t.co/yy3ndA3Gpb",['Senegal'],False,,130,True,0,
afriwomencinema,unknown,29717530,Twitter Web Client,1,False,en,"[{'text': 'Senegal', 'indices': [107, 115]}]",2019-07-04 22:56:54,"FROM THE AFRICAN WOMEN IN CINEMA BLOG ARCHIVES Senegalese Women in Cinema, Visual Media and Screen Culture https://t.co/uHiDN91HxT",['Senegal'],False,,130,True,0,
MissTraders,Worldwide,1062616274365145088,IFTTT,0,False,en,"[{'text': 'MissTraders', 'indices': [0, 12]}, {'text': 'Untold', 'indices': [88, 95]}, {'text': 'Stories', 'indices': [96, 104]}]",2019-07-04 22:56:25,"Alert: Thank you @fabfaridah for taking your time to listen to some of the , a Unique… https://t.co/4R3QUmXZ1c","['MissTraders', 'Untold', 'Stories']",False,,110,True,0,
MaryLSchmidt,Colorado,482334246,Twitter for Android,0,False,en,"[{'text': 'writing', 'indices': [110, 118]}, {'text': 'film', 'indices': [119, 124]}, {'text': 'acting', 'indices': [125, 132]}]",2019-07-04 22:55:27,"It's with words as with sunbeams. The more they're condensed, the deeper they burn. Southey","['writing', 'film', 'acting', 'amwri']",True,noveliciouss,91,False,0,
suggestingmovie,"Los Angeles, CA",1070365303471857664,suggestingmovieweb,0,False,en,"[{'text': 'thearchitect', 'indices': [73, 86]}, {'text': 'action', 'indices': [87, 94]}, {'text': 'drama', 'indices': [95, 101]}]",2019-07-04 22:55:16,Let me suggest you a movie! The Architect (2006) https://t.co/r5UQWy78T7 https://t.co/jv36qJnExU,"['thearchitect', 'action', 'drama']",False,,96,True,0,
jJrbD3fFwBcwB64,unknown,884616549037768704,Twitter Web App,0,False,en,"[{'text': 'actress', 'indices': [48, 56]}, {'text': 'makeup', 'indices': [57, 64]}, {'text': 'hair', 'indices': [65, 70]}, {'text': 'tv', 'indices': [71, 74]}, {'text': 'film', 'indices': [75, 80]}, {'text': 'shoot', 'indices': [81, 87]}, {'text': 'onset', 'indices': [88, 94]}]",2019-07-04 22:55:06,Preparing for the secret shoot https://t.co/KnN0h5mtxy,"['actress', 'makeup', 'hair', 'tv', 'film', 'shoot', 'onset']",True,JosieDavis,55,True,1,🤠
Ewalds6,"Bogotá, D.C., Colombia",42274372,Twitter for Android,0,False,en,"[{'text': 'PDF', 'indices': [80, 84]}, {'text': 'film', 'indices': [85, 90]}, {'text': 'director', 'indices': [91, 100]}, {'text': 'writer', 'indices': [101, 108]}, {'text': 'poet', 'indices': [109, 114]}]",2019-07-04 22:54:50,The Selected Poetry Of Pier Paolo Pasolini: A Bilingual Edition https://t.co/oTiScMWUsB…,"['PDF', 'film', 'director', 'writer', 'poet']",True,dark_shark,88,True,0,
mysageadvice,"Fayetteville, AR",526538689,Twitter for iPhone,0,False,en,"[{'text': 'Film', 'indices': [128, 133]}]",2019-07-04 22:53:09,"“All that is gold does not glitter. Not all those who wander are lost.” – Bilbo Baggins, The Lord of the Rings","['Film', 'Cine']",True,JeanetteJoy,110,False,0,
dark_shark,Agharta,19758072,Twitter Web Client,7,False,en,"[{'text': 'PDF', 'indices': [64, 68]}, {'text': 'film', 'indices': [69, 74]}, {'text': 'director', 'indices': [75, 84]}, {'text': 'writer', 'indices': [85, 92]}, {'text': 'poet', 'indices': [93, 98]}]",2019-07-04 22:51:58,The Selected Poetry Of Pier Paolo Pasolini: A Bilingual Edition https://t.co/EBsS5N7Plg,"['PDF', 'film', 'director', 'writer', 'poet']",False,,87,True,0,
felipejr1173,unknown,863215775909335040,lucac,0,False,en,"[{'text': 'カメラ好きな人と繋がりたい', 'indices': [35, 49]}, {'text': '写真好きな人と繋がりたい', 'indices': [51, 64]}, {'text': 'ファインダー越しの私の世界ᅠ', 'indices': [66, 81]}, {'text': 'キリトリセカイ', 'indices': [83, 91]}, {'text': 'SnapShot', 'indices': [93, 102]}, {'text': 'camera', 'indices': [103, 110]}, {'text': 'photo', 'indices': [111, 117]}, {'text': 'July', 'indices': [119, 124]}, {'text': 'rain', 'indices': [125, 130]}]",2019-07-04 22:51:58,* July. *,"['カメラ好きな人と繋がりたい', '写真好きな人と繋がりたい', 'ファインダー越しの私の世界ᅠ', 'キリトリセカイ', 'SnapShot', 'camera', 'photo', 'July', 'rain', 'picture']",True,everyday_sm1107,10,False,1,☔
Starship1701dv,"Seattle, WA",2676606169,Twitter for Android,0,False,en,[],2019-07-04 22:51:48,"On set shooting a surprise project to be revealed in August! . , . @mateohair almasalonbeverlyhills @mykemakeupguy",['comedy'],True,JosieDavis,114,False,0,
afriwomencinema,unknown,29717530,Twitter Web Client,0,False,en,"[{'text': 'Senegal', 'indices': [107, 115]}]",2019-07-04 22:51:44,"FROM THE AFRICAN WOMEN IN CINEMA BLOG ARCHIVES Senegalese Women in Cinema, Visual Media and Screen Culture https://t.co/IjFWfjMnWq",['Senegal'],False,,130,True,0,
adsausage,London / Los Angeles,14541436,Twitter Web App,1,False,en,[],2019-07-04 22:51:31,"July 1971 //  Who Is Harry Kellerman...?' played the 1971 Venice Film Festival. 

Didn't fare well but @THR called… https://t.co/NWTtThVQM6",[],False,,139,True,0,
afriwomencinema,unknown,29717530,Twitter Web Client,0,False,en,"[{'text': 'Senegal', 'indices': [107, 115]}]",2019-07-04 22:51:26,"FROM THE AFRICAN WOMEN IN CINEMA BLOG ARCHIVES Senegalese Women in Cinema, Visual Media and Screen Culture https://t.co/B4zQAv613x",['Senegal'],False,,130,True,0,
jn_author,in your nightmares,1134122174489518085,Twitter for iPad,0,False,en,"[{'text': 'DoomMovie', 'indices': [131, 141]}]",2019-07-04 22:51:10,"🅻🅸🅺🅴 &amp; 🆁🅴🆃🆆🅴🅴🆃 ️ DOOM ANNIHILATION - Official Movie Trailer (2019)  TRAILER: https://t.co/czzkV9fZau ,…",['DoomMovie'],True,MeridiusMarcus,111,True,3,💖 ➡ 🎬
afriwomencinema,unknown,29717530,Twitter Web Client,0,False,en,"[{'text': 'Senegal', 'indices': [107, 115]}]",2019-07-04 22:51:05,"FROM THE AFRICAN WOMEN IN CINEMA BLOG ARCHIVES Senegalese Women in Cinema, Visual Media and Screen Culture https://t.co/5vBJDLnK0u",['Senegal'],False,,130,True,0,
CliveSLewis1,Narnia,1137896259182833666,Twitter for Android,0,False,en,"[{'text': 'writing', 'indices': [110, 118]}, {'text': 'film', 'indices': [119, 124]}, {'text': 'acting', 'indices': [125, 132]}]",2019-07-04 22:50:34,"It's with words as with sunbeams. The more they're condensed, the deeper they burn. Southey","['writing', 'film', 'acting', 'amwri']",True,noveliciouss,91,False,0,
TheFranAntonio,unknown,2189658253,Twitter for Android,0,False,en,"[{'text': 'EspressoSeason', 'indices': [77, 92]}]",2019-07-04 22:50:31,"I can't help it , I love trouble ️ . . New Projects. New Music. New Merch.  . .  Domenic Carmi… https://t.co/WyvYR7yNxY",['EspressoSeason'],False,,123,True,4,🖤 ⚠ ☕ 📸
mrwillyadkins,"DeKalb, IL",35855197,Twitter for iPhone,1,False,en,"[{'text': 'movies', 'indices': [80, 87]}, {'text': 'horror', 'indices': [88, 95]}, {'text': 'comedy', 'indices': [96, 103]}, {'text': 'drama', 'indices': [104, 110]}]",2019-07-04 22:50:29,What is your go to film genre? Vote below and reply with you top three films. https://t.co/3QLarkOi8Z,"['movies', 'horror', 'comedy', 'drama']",False,,101,True,0,
jn_author,in your nightmares,1134122174489518085,Twitter for iPad,0,False,en,"[{'text': 'Buddha', 'indices': [109, 116]}, {'text': 'writing', 'indices': [117, 125]}, {'text': 'acting', 'indices': [126, 133]}, {'text': 'film', 'indices': [134, 139]}]",2019-07-04 22:49:39,No one saves us but ourselves. No one can and no one may. We ourselves must walk the path.,"['Buddha', 'writing', 'acting', 'film']",True,noveliciouss,90,False,0,
razxcer,unknown,885581073719087104,company Man,0,False,en,"[{'text': 'abfilm', 'indices': [77, 84]}, {'text': 'cars', 'indices': [85, 90]}, {'text': 'YYC', 'indices': [91, 95]}, {'text': 'Calgary', 'indices': [96, 104]}, {'text': 'film', 'indices': [105, 110]}]",2019-07-04 22:49:05,"nice  Fortunate Son needs 50’s and 60’s era cars, details here. https://t.co/gwmbALaXUg","['abfilm', 'cars', 'YYC', 'Calgary', 'film']",True,DGCADC,87,True,0,
DGCADC,"Calgary, Alberta",2557081080,Twitter Web Client,0,False,en,"[{'text': 'abfilm', 'indices': [59, 66]}, {'text': 'cars', 'indices': [67, 72]}, {'text': 'YYC', 'indices': [73, 77]}, {'text': 'Calgary', 'indices': [78, 86]}, {'text': 'film', 'indices': [87, 92]}, {'text': 'Vintage', 'indices': [93, 101]}]",2019-07-04 22:48:47,"Fortunate Son needs 50’s and 60’s era cars, details here. https://t.co/TuPSQLKEYC","['abfilm', 'cars', 'YYC', 'Calgary', 'film', 'Vintage']",False,,81,True,0,
everyday_sm1107,unknown,986596031134498816,Twitter for Android,3,False,en,"[{'text': 'カメラ好きな人と繋がりたい', 'indices': [14, 28]}, {'text': '写真好きな人と繋がりたい', 'indices': [30, 43]}, {'text': 'ファインダー越しの私の世界ᅠ', 'indices': [45, 60]}, {'text': 'キリトリセカイ', 'indices': [62, 70]}, {'text': 'SnapShot', 'indices': [72, 81]}, {'text': 'camera', 'indices': [82, 89]}, {'text': 'photo', 'indices': [90, 96]}, {'text': 'July', 'indices': [98, 103]}, {'text': 'rain', 'indices': [104, 109]}]",2019-07-04 22:48:43,* July. * https://t.co/egIWwQGVHe,"['カメラ好きな人と繋がりたい', '写真好きな人と繋がりたい', 'ファインダー越しの私の世界ᅠ', 'キリトリセカイ', 'SnapShot', 'camera', 'photo', 'July', 'rain']",False,,34,True,1,☔
RefreshMedia2,"California, USA",1075648490859102208,Twitter for iPhone,0,False,en,"[{'text': 'Film', 'indices': [128, 133]}]",2019-07-04 22:47:47,"“All that is gold does not glitter. Not all those who wander are lost.” – Bilbo Baggins, The Lord of the Rings","['Film', 'Cine']",True,JeanetteJoy,110,False,0,
JeanetteJoy,Temecula Fullerton OC Austin,11294522,The Social Jukebox,1,False,en,"[{'text': 'Film', 'indices': [111, 116]}, {'text': 'Cinema', 'indices': [117, 124]}]",2019-07-04 22:47:14,"“All that is gold does not glitter. Not all those who wander are lost.” – Bilbo Baggins, The Lord of the Rings","['Film', 'Cinema']",False,,110,False,0,
schillin128,"St Louis, MO",2844581316,Instagram,0,False,en,"[{'text': 'zombie', 'indices': [55, 62]}, {'text': 'zombies', 'indices': [63, 71]}, {'text': 'zombiemakeup', 'indices': [72, 85]}, {'text': 'zombieapocalypse', 'indices': [86, 103]}]",2019-07-04 22:47:07,Happy 4th everyone! From your friends @ the ZMAM Show! s makeup apocalypse… https://t.co/Ls7YzUgaH4,"['zombie', 'zombies', 'zombiemakeup', 'zombieapocalypse']",False,,99,True,0,
EmpireDynamic,50 MILLION VIEWS MONTHLY,3240286377,Twibble.io,0,False,en,[],2019-07-04 22:45:15,"‘Midsommar’: Destined to Be Controversial, Because the Real Horror Is Off-Screen (Column) https://t.co/rK2kWMwWw4… https://t.co/jQwDbXQ6IT",[],False,,138,True,0,
KalBashir,"London, LA, NYC",29163076,IFTTT,0,False,en,"[{'text': 'film', 'indices': [97, 102]}, {'text': 'producer', 'indices': [103, 112]}]",2019-07-04 22:45:05,"2100+ stage Hero’s Journey, Transformation, New World tips of the day at https://t.co/tibUlaAIiQ https://t.co/2sQQzXUck8","['film', 'producer']",False,,120,True,0,
Iatselocal212,"Calgary, Alberta",277633054,Buffer,1,False,en,"[{'text': 'abfilm', 'indices': [59, 66]}, {'text': 'cars', 'indices': [67, 72]}, {'text': 'YYC', 'indices': [73, 77]}, {'text': 'Calgary', 'indices': [78, 86]}, {'text': 'film', 'indices': [87, 92]}, {'text': 'Vintage', 'indices': [93, 101]}]",2019-07-04 22:45:02,"Fortunate Son needs 50’s and 60’s era cars, details here. https://t.co/iVY2FsVLL4","['abfilm', 'cars', 'YYC', 'Calgary', 'film', 'Vintage']",False,,81,True,0,
ChickFlickADay,"Magnolia, CA",821524665055248384,ChickFlickADay,0,False,en,"[{'text': 'Film', 'indices': [95, 100]}, {'text': 'Drama', 'indices': [101, 107]}, {'text': 'Action', 'indices': [108, 115]}]",2019-07-04 22:45:02,"Gaylord Carter wrote music for Charles Reisner &amp; Buster Keaton's Steamboat Bill, Jr. (1928) https://t.co/awJz2juKKC","['Film', 'Drama', 'Action']",False,,119,True,0,
plantationsda,"400 NW 118th Ave Plantation,FL",843978692258926592,Buffer,0,False,en,"[{'text': 'FEAR', 'indices': [23, 28]}]",2019-07-04 22:45:00,"Missed the premiere of from the Plantation Film Ministry? Good news, you can watch it on demand in HD! Turn o… https://t.co/lU6L4eTnfY",['FEAR'],False,,134,True,0,
dvdinfatuation,Pennsylvania,190586896,TweetDeck,0,False,en,"[{'text': 'film', 'indices': [86, 91]}, {'text': 'movie', 'indices': [107, 113]}]",2019-07-04 22:45:00,"Because he feuded frequently with its director, the actor playing a guitarist in this didn't see the u… https://t.co/yhgnXqWGQu","['film', 'movie']",False,,127,True,0,
favour_magnet,Nigeria,198852802,Instagram,0,False,en,"[{'text': 'wawaallright', 'indices': [80, 93]}, {'text': 'dance', 'indices': [94, 100]}, {'text': 'act', 'indices': [101, 105]}, {'text': 'movie', 'indices': [106, 112]}]",2019-07-04 22:43:32,"No need to worry!, Wa wa Allright. ️️ Crazy Jam baba @akinalabifilms https://t.co/DeOMqb8kdH","['wawaallright', 'dance', 'act', 'movie']",False,,101,True,5,😜 😜 🙅🏾‍♂️ ❤ ❤
hamish_brown,"ÜT: 51.397239,-0.029803",24974422,Instagram,0,False,en,"[{'text': '5x4', 'indices': [36, 40]}, {'text': '4x5', 'indices': [41, 45]}, {'text': 'film', 'indices': [46, 51]}, {'text': 'kodakmoment', 'indices': [52, 64]}]",2019-07-04 22:43:17,@markcavendish by @hamish_brown   @kayteellisteam thank you trueblackstudio and… https://t.co/X0VoEIh8HG,"['5x4', '4x5', 'film', 'kodakmoment']",False,,106,True,2,🎞 📷
adsausage,London / Los Angeles,14541436,Twitter Web App,2,False,en,[],2019-07-04 22:42:24,"The LA Times called THE GAY DECEIVERS ""Pretty funny and surprisingly inoffensive.""

Bruce Kessler's R-rated movie o… https://t.co/MEEvSUYhuy",[],False,,140,True,0,
dov_Now,Indonesia,811842890200551425,Twitter for iPhone,0,False,en,"[{'text': 'writing', 'indices': [110, 118]}, {'text': 'film', 'indices': [119, 124]}, {'text': 'acting', 'indices': [125, 132]}]",2019-07-04 22:40:19,"It's with words as with sunbeams. The more they're condensed, the deeper they burn. Southey","['writing', 'film', 'acting', 'amwri']",True,noveliciouss,91,False,0,
FreeDailyDoc,"New York, NY",825625460092653568,FreeDailyDoc,0,False,en,"[{'text': 'Film', 'indices': [57, 62]}, {'text': 'FreeMovie', 'indices': [63, 73]}, {'text': 'Documentary', 'indices': [74, 86]}]",2019-07-04 22:40:03,Nathalie Trépanier directed 5 pieds 2 - 80000 lbs (1999) WATCH NOW:… https://t.co/oq5brHjyyE,"['Film', 'FreeMovie', 'Documentary']",False,,92,True,0,
FreeDailyToon,ToonTown,908789906939445250,FreeDailyToon,0,False,en,"[{'text': 'Film', 'indices': [98, 103]}, {'text': 'Short', 'indices': [104, 110]}, {'text': 'Action', 'indices': [111, 118]}]",2019-07-04 22:39:02,Director Lucas Martell and composer Brad Holmes &amp; David Boyle worked on The OceanMaker (2014) https://t.co/NTra8H4osm,"['Film', 'Short', 'Action']",False,,121,True,0,
popologues,unknown,1146907186318073856,Twitter for iPhone,3,False,en,[],2019-07-04 22:38:59,WELCOME TO POPOLOGUES! If you are unfamiliar with my work— I do 60 second monologues of popular tunes! To kick thin… https://t.co/UURlkmmcaP,[],False,,140,True,0,
VANESSALOTERO,Miami,42753453,Instagram,2,False,en,"[{'text': 'best', 'indices': [11, 16]}, {'text': 'bts', 'indices': [17, 21]}, {'text': 'pics', 'indices': [22, 27]}, {'text': 'selfie', 'indices': [34, 41]}, {'text': 'ad', 'indices': [85, 88]}, {'text': 'campaign', 'indices': [89, 98]}, {'text': 'print', 'indices': [99, 105]}, {'text': 'photoshoot', 'indices': [106, 117]}]",2019-07-04 22:38:28,One of the ever. with justice2all &amp; @roguetastic for an https://t.co/h8HmfPkxMc,"['best', 'bts', 'pics', 'selfie', 'ad', 'campaign', 'print', 'photoshoot']",False,,83,True,0,
MawRecord,Fresno,357219679,Twitter for Android,0,False,en,"[{'text': 'actress', 'indices': [88, 96]}, {'text': 'theater', 'indices': [97, 105]}, {'text': 'movies', 'indices': [106, 113]}]",2019-07-04 22:37:20,HAPPY FOURTH OF JULY @mariahhbabby enjoying herself with family and friends pool side https://t.co/G9b5xMOdwU,"['actress', 'theater', 'movies']",False,,109,True,0,
FreeDailyRush,Timbuktu,908787702673346561,FreeDailyRush,0,False,en,"[{'text': 'Film', 'indices': [101, 106]}, {'text': 'Action', 'indices': [107, 114]}]",2019-07-04 22:37:01,Director Buster Keaton and composer Michael Bank &amp; Bruce Goldstein worked on Sherlock Jr. (1924) https://t.co/Tznhs3MY1R,"['Film', 'Action']",False,,124,True,0,
DirectorRB3,"Compton, CA",156152460,Twitter for iPhone,0,False,en,"[{'text': 'TheMeaningOf', 'indices': [59, 72]}, {'text': 'film', 'indices': [100, 105]}]",2019-07-04 22:36:26,What are y’all doing not listening to ? Missing out on some great discussion! They even used my voi…,"['TheMeaningOf', 'film']",True,thenerdychicano,100,False,0,
JDaylightMedia,Chicago/LA/NYC/ATL/London,783885194,Instagram,0,False,en,"[{'text': 'Can', 'indices': [0, 4]}, {'text': 'Make', 'indices': [7, 12]}, {'text': 'plate', 'indices': [19, 25]}, {'text': '4thofjuly', 'indices': [27, 37]}, {'text': 'fireworks', 'indices': [38, 48]}, {'text': 'barbecue', 'indices': [51, 60]}, {'text': 'cocktails', 'indices': [61, 71]}, {'text': 'holiday', 'indices': [72, 80]}, {'text': 'CatchMeIfYouCan', 'indices': [81, 97]}, {'text': 'Actress', 'indices': [98, 106]}]",2019-07-04 22:35:43,I You A ?  https://t.co/poQCvZugCJ,"['Can', 'Make', 'plate', '4thofjuly', 'fireworks', 'barbecue', 'cocktails', 'holiday', 'CatchMeIfYouCan', 'Actress']",False,,35,True,1,🎉
StarsandSpace,unknown,20331050,Twitter Web Client,0,False,en,"[{'text': 'writing', 'indices': [109, 117]}]",2019-07-04 22:35:34,"When you write, you want to get rid of the world, don’t you? Of course you do. When you’re , you're creating your…",['writing'],True,noveliciouss,114,False,0,
StarsandSpace,unknown,20331050,Twitter Web Client,0,False,en,"[{'text': 'writing', 'indices': [115, 123]}, {'text': 'acting', 'indices': [124, 131]}]",2019-07-04 22:35:25,Nothing will stop you being creative so effectively as the fear of making a mistake. JOHN CLEESE,"['writing', 'acting', 'writer']",True,noveliciouss,96,False,0,
InderjitkaurALS,Mumbai ,1904467544,Twitter for Android,0,False,en,[],2019-07-04 22:35:22,"I tried to ignore my hunger and wandered aimlessly around the town wondering where my next meal would come from
 https…",[],True,InderjitkaurALS,119,True,0,
SnobbyFlix,unknown,3689648535,SnobbyFlix,0,False,en,"[{'text': 'Film', 'indices': [106, 111]}, {'text': 'Short', 'indices': [112, 118]}]",2019-07-04 22:35:02,"Hear music by Jorge Egidio Dos Santos &amp; Martin M. Messier in Hungu (2008), directed by Nicolas Brault https://t.co/pZvqM7IDpC","['Film', 'Short']",False,,129,True,0,
iamcaptainshan,unknown,1129384653633282049,Twitter for iPhone,1,False,en,"[{'text': 'film', 'indices': [26, 31]}]",2019-07-04 22:34:09,Working hard on getting a finished this weekend. Gonne be  On Captain Shan @YouTube channel.,['film'],False,,93,False,1,🔥
Ozzzy2013,unknown,1856174838,Twitter Web Client,1,False,en,"[{'text': 'trailer', 'indices': [57, 65]}, {'text': 'poster', 'indices': [67, 74]}, {'text': 'horror', 'indices': [76, 83]}, {'text': 'film', 'indices': [85, 90]}, {'text': 'Asia', 'indices': [91, 96]}]",2019-07-04 22:33:17,THE DIVINE FURY. (TRAILER 2019): https://t.co/avQMIDEpTu https://t.co/ab6WPUGVhD,"['trailer', 'poster', 'horror', 'film', 'Asia']",False,,80,True,0,
pdmovies,unknown,137978069,Public Domain Movies ROP,0,False,en,"[{'text': 'movie', 'indices': [43, 49]}, {'text': 'fullmovie', 'indices': [50, 60]}, {'text': 'film', 'indices': [61, 66]}, {'text': 'movies', 'indices': [67, 74]}, {'text': 'pd', 'indices': [75, 78]}]",2019-07-04 22:32:11,"Dishonored Lady, 1947 starring Hedy Lamarr s ** GSuite: https://t.co/lhsbDF9Fpp… https://t.co/TOytUWVAKi","['movie', 'fullmovie', 'film', 'movies', 'pd']",False,,104,True,0,
Stephen_BIack,"North Carolina, USA",1097224962321145859,Twitter for Android,0,False,en,"[{'text': 'film', 'indices': [35, 40]}]",2019-07-04 22:30:32,What's the best way to get eyes on reviews? Asking for a friend. Seriously though... How do I do that? https://t.co/yLHaMX8Rrg,['film'],False,,126,True,0,
dvdinfatuation,Pennsylvania,190586896,TweetDeck,0,False,en,"[{'text': 'film', 'indices': [37, 42]}]",2019-07-04 22:30:00,"For years, the director of this 2000 wrote a column for Business Review Weekly magazine -… https://t.co/QujHnPtYIm",['film'],False,,114,True,0,
Dr_Katie_J_Lamb,England,60353679,Twitter for Android,0,False,en,[],2019-07-04 22:29:51,A new short film project organised with @thisisjukebox starting on the 17th July at the fabulous location of Koda Coffee…,[],True,MarthaCattell,121,False,0,
experiment2853,unknown,1074816466409598976,Twitter Web Client,0,False,en,"[{'text': 'SCPfoundation', 'indices': [75, 89]}, {'text': 'Lego', 'indices': [90, 95]}, {'text': 'brickfilm', 'indices': [96, 106]}, {'text': 'animation', 'indices': [107, 117]}, {'text': 'stopmotion', 'indices': [118, 129]}]",2019-07-04 22:28:00,A small preview for my upcomming brickfilm: @scpwiki,"['SCPfoundation', 'Lego', 'brickfilm', 'animation', 'stopmotion', 'sneakpea']",True,STARWARSSTUDIO,52,False,0,
jassmiranda,"Oakland, California",38001539,Twitter for iPhone,0,False,en,"[{'text': 'OaklandCreatives', 'indices': [2, 19]}]",2019-07-04 22:27:16,️ Fremont High school &amp; Media Academy Alum Andy To brought tears to my eyes with this moving shor… https://t.co/gDFAjZPfZQ,['OaklandCreatives'],False,,127,True,1,❤
Ozzzy2013,unknown,1856174838,Twitter Web Client,0,False,en,"[{'text': 'trailer', 'indices': [49, 57]}, {'text': 'poster', 'indices': [59, 66]}, {'text': 'HorrorMovies', 'indices': [68, 81]}, {'text': 'film', 'indices': [83, 88]}]",2019-07-04 22:27:03,3 LIVES. (TRAILER 2019): https://t.co/iODEkINrgc https://t.co/95MPhHgLYX,"['trailer', 'poster', 'HorrorMovies', 'film']",False,,72,True,0,
hpvalverde,unknown,906367434180804608,Twitter Web Client,0,False,en,"[{'text': 'SpiderManFarFromHome', 'indices': [65, 86]}]",2019-07-04 22:26:50,"Movie review: ""Save for Jake Gyllenhaal’s fantastic performance, isn’t rich in the character… https://t.co/MZsqZd5SUU",['SpiderManFarFromHome'],False,,117,True,0,
FlawInTheIris,"Halifax, NS",373155003,Twitter for iPhone,0,False,en,"[{'text': 'Netflix', 'indices': [37, 45]}, {'text': 'TheFateoftheFurious', 'indices': [47, 67]}]",2019-07-04 22:25:17,"New on Canadian : , the eighth in the Fast &amp; Furious franchise. Pistons pop and fizzle in…","['Netflix', 'TheFateoftheFurious']",True,halifaxbloggers,94,False,0,
Donnie_Walsh0,unknown,2961752321,Twitter Web Client,0,False,en,"[{'text': 'hydrographic', 'indices': [78, 91]}, {'text': 'water', 'indices': [92, 98]}, {'text': 'transfer', 'indices': [99, 108]}, {'text': 'printing', 'indices': [109, 118]}, {'text': 'film', 'indices': [119, 124]}, {'text': 'gold', 'indices': [125, 130]}, {'text': 'carbon', 'indices': [131, 138]}]",2019-07-04 22:24:11,hydrographic water transfer printing film gold carbon fiber,"['hydrographic', 'water', 'transfer', 'printing', 'film', 'gold', 'carbon']",True,FHydrochrome,59,False,0,
3dancingfeet,"NSW, Australia",410879944,Twitter for iPad,0,False,en,"[{'text': 'writing', 'indices': [110, 118]}, {'text': 'film', 'indices': [119, 124]}, {'text': 'acting', 'indices': [125, 132]}]",2019-07-04 22:23:34,"It's with words as with sunbeams. The more they're condensed, the deeper they burn. Southey","['writing', 'film', 'acting', 'amwri']",True,noveliciouss,91,False,0,
PowercutMusic,Hyderabad,4874225072,Hyderabad Bot,0,False,en,[],2019-07-04 22:20:53,The homie jaijanay doing what she do and a special appearance by my dawg @llcooljade7!  Go check “The Recession” episode 1…,[],True,PortaRich,124,False,1,😅
IssacPower97,"Castle Rock, CO",812433864790573056,Twitter for iPhone,0,False,en,"[{'text': 'film', 'indices': [32, 37]}, {'text': 'study', 'indices': [38, 44]}, {'text': 'Tampa', 'indices': [131, 137]}]",2019-07-04 22:20:46,Nice little with @BUFootball punter @IssacPower97 !! Been over 2 years since our first session in !…,"['film', 'study', 'Tampa']",True,ThePuntFactory,100,False,0,
PFLinvitational,"Jekyll Island, Ga",3219019297,Twitter for iPhone,1,False,en,"[{'text': 'Wimbledon19', 'indices': [29, 41]}, {'text': 'Wimbledon2019', 'indices': [42, 56]}, {'text': 'art', 'indices': [57, 61]}, {'text': 'chef', 'indices': [62, 67]}, {'text': 'fashion', 'indices': [68, 76]}, {'text': 'film', 'indices': [77, 82]}, {'text': 'food', 'indices': [83, 88]}, {'text': 'golf', 'indices': [89, 94]}, {'text': 'model', 'indices': [95, 101]}, {'text': 'music', 'indices': [102, 108]}]",2019-07-04 22:20:42,Gotta Love LONDON memories? https://t.co/Oz7766Xa9F,"['Wimbledon19', 'Wimbledon2019', 'art', 'chef', 'fashion', 'film', 'food', 'golf', 'model', 'music']",False,,51,True,0,
DanielLeighton,"Los Angeles, CA, USA",17178812,Twitter Web Client,1,False,en,[],2019-07-04 22:20:25,I'm excited to be one of the featured artists in The Film and Video Poetry Symposium running July 12th through Augu… https://t.co/gw3H2MehZB,[],False,,140,True,0,
